FI;fi_lib;dep;reg;MCO;CANCERO;UNV;avc;sarcome;cancer;weight_avc;weight_sarcome;weight_cancer;weight_dep;weight_reg;weight_fr;weight_k_reg;weight_s_reg
340000249;CH CLERMONT L'HERAULT;34;76;231;0;0;0;0;0;0;0;0;0;0;0;0;0
340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;34;76;2528;0;0;0;0;0;0;0;0;4;10;9;0;0
340009885;POLYCLINIQUE CHAMPEAU;34;76;16224;3604;0;0;0;1;0;0;7;27;68;59;77;0
340015502;CLINIQUE DU MILLENAIRE;34;76;25253;562;436;0;0;1;0;0;1;42;106;93;12;0
340015965;POLYCLINIQUE SAINT PRIVAT;34;76;26383;6046;0;0;0;1;0;0;11;44;110;97;130;0
340015999;NEPHROCARE BEZIERS;34;76;30456;0;0;0;0;0;0;0;0;51;127;112;0;0
340017490;NEPHROCARE CASTELNAU LE ROCHET;34;76;4566;0;0;0;0;0;0;0;0;7;19;16;0;0
340022979;POLYCLINIQUE ST ROCH;34;76;27314;559;0;0;0;1;0;0;1;46;114;100;12;0
340780139;CLINIQUE DU DR JEAN CAUSSE;34;76;8586;277;0;0;0;1;0;0;1;14;36;31;5;0
340780147;POLYCLINIQUE DES TROIS VALLEES;34;76;3563;0;0;0;0;0;0;0;0;6;14;13;0;0
340780154;POLYCLINIQUE PASTEUR;34;76;8134;0;0;0;0;0;0;0;0;13;34;30;0;0
340780436;HOPITAL SAINT LOUP HBT AGDE;34;76;1106;0;0;0;0;0;0;0;0;1;4;4;0;0
340780444;CH BEDARIEUX;34;76;169;0;0;0;0;0;0;0;0;0;0;0;0;0
340780568;CLINIQUE DU SOUFFLE LA VALLONIE;34;76;1069;0;0;0;0;0;0;0;0;1;4;3;0;0
340780634;CLINIQUE ST JEAN;34;76;24125;999;0;0;0;1;0;0;2;41;101;89;21;0
340780642;CLINIQUE BEAU SOLEIL;34;76;18984;2090;0;0;0;1;0;0;4;32;79;70;45;0
340780667;CLINIQUE DU PARC;34;76;31089;5980;0;0;0;1;0;0;11;52;130;114;128;0
340780675;CLINIQUE CLEMENTVILLE;34;76;23984;30683;0;0;0;1;0;0;57;40;100;88;661;0
340780717;CLINIQUE ST LOUIS;34;76;8104;203;0;0;0;1;0;0;0;13;34;29;4;0
340780725;CLINIQUE VIA DOMITIA;34;76;7623;0;0;0;0;0;0;0;0;12;32;28;0;0
340780741;POLYCLINIQUE SAINTE THERESE;34;76;9734;848;0;0;0;1;0;0;2;16;40;35;18;0
340780840;NEPHROCARE CASTELNAU LE PARC;34;76;30394;0;0;0;0;0;0;0;0;51;127;112;0;0
340781608;CLINIQUE DU MAS DE ROCHET;34;76;1584;155;0;0;0;1;0;0;0;2;6;5;3;0
340782036;HOPITAL SAINT ELOI CHU MONTPELLIER;34;76;37566;13143;0;0;0;1;0;0;24;63;157;138;283;0
340782085;HOPITAL GUY DE CHAULIAC CHU MTP;34;76;23140;869;660;0;0;1;0;0;2;39;97;85;18;0
340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;34;76;46103;650;0;0;0;1;0;0;1;78;193;170;14;0
340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;34;76;37438;4757;0;0;0;1;0;0;9;63;157;138;102;0
350000014;CHRU RENNES SITE HOTEL DIEU;35;53;872;0;0;0;0;0;0;0;0;2;7;3;0;0
350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;35;53;662;0;0;0;0;0;0;0;0;1;5;2;0;0
350000071;HOPITAL ARTHUR GARDINER;35;53;1032;0;0;0;0;0;0;0;0;2;8;3;0;0
350000121;CHP SAINT GREGOIRE;35;53;56039;12690;0;0;0;1;0;0;24;145;464;206;445;0
350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;35;53;18596;1006;0;0;0;1;0;0;2;48;154;68;35;0
350000147;CENTRE HOSPITALIER SAINT-MALO;35;53;36794;5355;948;0;0;1;0;0;10;95;305;135;188;0
350000154;C.H FOUGERES;35;53;12212;382;0;0;0;1;0;0;1;31;101;45;13;0
350000162;CENTRE HOSPITALIER DE REDON;35;53;10082;95;0;0;0;1;0;0;0;26;83;37;3;0
350000188;CENTRE HOSPITALIER VITRE;35;53;8946;635;0;0;0;1;0;0;1;23;74;33;22;0
350000196;CLINIQUE DE LA COTE D'EMERAUDE;35;53;12731;2977;0;0;0;1;0;0;6;33;105;46;104;0
350000204;CENTRE LOCAL HOSPITALIER SAINT JOSEPH;35;53;357;0;0;0;0;0;0;0;0;0;2;1;0;0
350000212;CENTRE HOSPITALIER LA GUERCHE DE BGNE;35;53;400;0;0;0;0;0;0;0;0;1;3;1;0;0
350000410;CENTRE HOSPITALIER JANZE;35;53;297;0;0;0;0;0;0;0;0;0;2;1;0;0
350000436;CENTRE HOSPITALIER MONTFORT-SUR-MEU;35;53;205;0;0;0;0;0;0;0;0;0;1;0;0;0
350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;35;53;276;0;0;0;0;0;0;0;0;0;2;1;0;0
350000451;CENTRE HOSPITALIER ST MEEN LE GRAND;35;53;112;0;0;0;0;0;0;0;0;0;0;0;0;0
350000741;CHRU RENNES SITE PONTCHAILLOU;35;53;85496;11803;680;0;1;1;0;13;22;222;709;315;414;178
350002192;POLYCLINIQUE ST LAURENT;35;53;17691;1163;0;0;0;1;0;0;2;45;146;65;40;0
350002200;CLINIQUE SAINT YVES;35;53;344;24;0;0;0;1;0;0;0;0;2;1;0;0
350002812;C.R.L.C.C. EUGENE MARQUIS;35;53;57390;54264;0;0;1;1;0;30;101;149;475;211;1907;821
350005021;POLE GERIATRIQUE RENNAIS;35;53;3226;0;0;0;0;0;0;0;0;8;26;11;0;0
350005146;HOPITAL PRIVE SEVIGNE;35;53;28252;5684;0;0;0;1;0;0;11;73;234;104;199;0
350007084;CHRU RENNES SITE HOPITAL SUD;35;53;32818;3276;0;0;0;1;0;0;6;85;272;121;115;0
360000038;CH LA TOUR BLANCHE - ISSOUDUN;36;24;2819;134;0;0;0;1;0;0;0;41;30;10;8;0
360000129;CLINIQUE SAINT FRANCOIS;36;24;10953;468;0;0;0;1;0;0;1;160;120;40;28;0
360000137;CH CHATEAUROUX;36;24;30981;6065;0;0;0;1;0;0;11;454;340;114;367;0
360000145;CH LA CHATRE;36;24;831;0;0;0;0;0;0;0;0;12;9;3;0;0
360000160;CH DU BLANC;36;24;4331;0;0;0;0;0;0;0;0;63;47;15;0;0
360002133;CTRE N?PHRO CH?TEAUROUX-AV.KENNEDY;36;24;16882;0;0;0;0;0;0;0;0;247;185;62;0;0
360002232;CTRE CONV. & DIET.MANOIR EN BERRY;36;24;1330;0;0;0;0;0;0;0;0;19;14;4;0;0
370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;37;24;5144;148;0;0;0;1;0;0;0;18;56;18;8;0
370000085;CLINIQUE SAINT-GATIEN - TOURS;37;24;29436;0;0;0;0;0;0;0;0;105;323;108;0;0
370000093;CLINIQUE DE L'ALLIANCE - ST CYR/LOIRE;37;24;21161;3092;0;0;0;1;0;0;6;75;232;78;187;0
370000499;CHRU CLOCHEVILLE - TOURS;37;24;14558;964;0;0;0;1;0;0;2;52;160;53;58;0
370000531;CH DU CHINONAIS;37;24;6721;1419;0;0;0;1;0;0;3;24;73;24;85;0
370000580;CHIC CH?TEAU-RENAULT H?P DR J.DELANEAU;37;24;673;0;0;0;0;0;0;0;0;2;7;2;0;0
370000861;CHRU BRETONNEAU - TOURS;37;24;93490;39487;1494;0;0;1;0;0;74;335;1027;345;2392;0
370000879;CHIC - AMBOISE- H?PITAL ROBERT DEBR?;37;24;6433;0;0;0;0;0;0;0;0;23;70;23;0;0
370000903;CH PAUL MARTINAIS - LOCHES;37;24;4999;712;0;0;0;1;0;0;1;17;54;18;43;0
370001109;CH DE LUYNES - ET;37;24;215;0;0;0;0;0;0;0;0;0;2;0;0;0
370001158;CH SAINTE MAURE DE TOURAINE;37;24;242;0;0;0;0;0;0;0;0;0;2;0;0;0
370004467;CHRU TROUSSEAU - CHAMBRAY;37;24;48206;4515;0;0;1;1;0;28;8;172;529;177;273;1000
370007569;P?LE SANT? L?ONARD DE VINCI;37;24;47622;9774;0;0;0;1;0;0;18;170;523;175;592;0
380000018;H?P RHUMATOLOGIQUE URIAGE;38;84;1247;0;0;0;0;0;0;0;0;3;4;4;0;0
380000026;CH DE LA MURE;38;84;1400;0;0;0;0;0;0;0;0;3;4;5;0;0
380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;38;84;24600;3778;0;0;0;1;0;0;7;66;80;90;54;0
380000042;CH YVES TOURAINE;38;84;2936;0;0;0;0;0;0;0;0;7;9;10;0;0
380000059;CH DE RIVES;38;84;854;0;0;0;0;0;0;0;0;2;2;3;0;0
380000067;HOPITAL NORD CHU38;38;84;130196;35417;904;0;0;1;0;0;66;351;423;480;510;0
380000091;CH DE SAINT MARCELLIN;38;84;1093;60;0;0;0;1;0;0;0;2;3;4;0;0
380000109;CH DE SAINT LAURENT DU PONT;38;84;634;0;0;0;0;0;0;0;0;1;2;2;0;0
380000174;CH LUCIEN HUSSEL;38;84;21373;1184;521;0;0;1;0;0;2;57;69;78;17;0
380000406;CH DE VOIRON;38;84;14897;1349;0;0;0;1;0;0;3;40;48;54;19;0
380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;38;84;72855;35446;0;0;0;1;0;0;66;196;237;268;511;0
380013037;CENTRE D'ENDOSCOPIE NORD ISERE;38;84;4980;0;0;0;0;0;0;0;0;13;16;18;0;0
380020123;CLINIQUE DES C?TES DU RH?NE;38;84;4203;0;0;0;0;0;0;0;0;11;13;15;0;0
380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;38;84;12570;452;0;0;0;1;0;0;1;33;40;46;6;0
380780270;CLINIQUE DES ALPES;38;84;4826;0;0;0;0;0;0;0;0;13;15;17;0;0
380780288;NOUVELLE CLINIQUE DE CHARTREUSE;38;84;10861;416;0;0;0;1;0;0;1;29;35;40;5;0
380782722;HOPITAL SUD CHU38;38;84;7929;0;0;0;0;0;0;0;0;21;25;29;0;0
380785956;CLINIQUE DES CEDRES;38;84;23085;1337;0;0;0;1;0;0;2;62;75;85;19;0
380786442;CLINIQUE BELLEDONNE;38;84;30075;1619;0;0;0;1;0;0;3;81;97;111;23;0
390000040;CH LONS;39;27;22089;3141;382;0;0;1;0;0;6;319;194;81;130;0
390000057;CH LEON BERARD MOREZ;39;27;282;0;0;0;0;0;0;0;0;4;2;1;0;0
390000065;CH LOUIS JAILLON SAINT CLAUDE;39;27;10589;0;0;0;0;0;0;0;0;153;93;39;0;0
390000214;CH JURA SUD SITE CHAMPAGNOLE;39;27;740;0;0;0;0;0;0;0;0;10;6;2;0;0
390000222;CH LOUIS PASTEUR DOLE;39;27;25228;1762;0;0;0;1;0;0;3;365;221;93;73;0
390780559;CLINIQUE DU JURA;39;27;2301;0;0;0;0;0;0;0;0;33;20;8;0;0
390780575;HOSPITALIA MUTUALITE PDP;39;27;7356;633;0;0;0;1;0;0;1;106;64;27;26;0
390781193;MAISON SOINS ADLCA BLETTERANS;39;27;466;0;0;0;0;0;0;0;0;6;4;1;0;0
400000105;CENTRE HOSPITALIER DAX;40;75;49156;22440;656;0;0;1;0;0;42;430;199;181;429;0
400000139;CENTRE HOSPITALIER DE MONT DE MARSAN;40;75;41377;7785;551;0;0;1;0;0;15;362;167;152;148;0
400000147;CENTRE HOSPITALIER DE SAINT SEVER;40;75;782;0;0;0;0;0;0;0;0;6;3;2;0;0
400000261;INSTITUT H?LIO- MARIN LABENNE;40;75;86;0;0;0;0;0;0;0;0;0;0;0;0;0
400780342;CAPIO CLINIQUE JEAN LE BON;40;75;6512;0;0;0;0;0;0;0;0;57;26;24;0;0
400780359;CLINIQUE DES LANDES;40;75;10037;391;0;0;0;1;0;0;1;87;40;37;7;0
400782769;POLYCLINIQUE LES CHENES;40;75;5899;112;0;0;0;1;0;0;0;51;23;21;2;0
400787354;CH DE DAX - SITE DU LANOT;40;75;298;0;0;0;0;0;0;0;0;2;1;1;0;0
410000020;CH BLOIS SIMONE VEIL;41;24;31122;5761;0;0;0;1;0;0;11;290;342;114;349;0
410000038;CH VENDOME;41;24;6571;1693;0;0;0;1;0;0;3;61;72;24;102;0
410000046;CH ROMORANTIN-LANTHENAY;41;24;10058;712;0;0;0;1;0;0;1;93;110;37;43;0
410000053;CH SAINT AIGNAN;41;24;411;0;0;0;0;0;0;0;0;3;4;1;0;0
410000202;POLYCLINIQUE BLOIS;41;24;51322;6988;0;0;0;1;0;0;13;478;564;189;423;0
410004998;CLINIQUE DU SAINT COEUR - VENDOME;41;24;7768;329;0;0;0;1;0;0;1;72;85;28;19;0
420000010;CH DE ROANNE;42;84;58550;20017;680;0;0;1;0;0;37;160;190;216;288;0
420000192;CLINIQUE M?DICALE LA BUISSONNI?RE;42;84;529;0;0;0;0;0;0;0;0;1;1;1;0;0
420000226;CH DU FOREZ SITE DE MONTBRISON;42;84;13811;1372;0;0;0;1;0;0;3;37;44;50;19;0
420000234;CH DE FIRMINY;42;84;15272;205;0;0;0;1;0;0;0;41;49;56;2;0
420000267;CH DU FOREZ SITE DE FEURS;42;84;4422;0;0;0;0;0;0;0;0;12;14;16;0;0
420000317;CH DE P?LUSSIN;42;84;183;0;0;0;0;0;0;0;0;0;0;0;0;0
420010050;CLINIQUE MUTUALISTE MFL SSAM;42;84;14778;1434;0;0;0;1;0;0;3;40;48;54;20;0
420010241;INSTITUT CANC?ROLOGIE LUCIEN NEUWIRTH;42;84;62060;58861;0;0;1;1;0;58;110;170;202;229;848;294
420011413;H?PITAL PRIV? DE LA LOIRE;42;84;38542;3747;0;0;0;1;0;0;7;105;125;142;54;0
420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;42;84;19576;721;0;0;0;1;0;0;1;53;63;72;10;0
420780637;H?PITAL DU GIER MCO;42;84;15087;1001;0;0;0;1;0;0;2;41;49;55;14;0
420782310;CLINIQUE DU RENAISON;42;84;18677;560;0;0;0;1;0;0;1;51;60;68;8;0
420782559;HOPITAL DE BELLEVUE;42;84;1524;0;0;0;0;0;0;0;0;4;4;5;0;0
420782567;HOPITAL DE LA CHARIT?;42;84;2186;0;0;0;0;0;0;0;0;5;7;8;0;0
420782591;CLINIQUE NOUVELLE DU FOREZ;42;84;3286;0;0;0;0;0;0;0;0;9;10;12;0;0
420785354;HOPITAL NORD CHU42;42;84;96545;7860;743;0;0;1;0;0;15;264;314;356;113;0
430000109;CLINIQUE BON SECOURS;43;84;6623;461;0;0;0;1;0;0;1;107;21;24;6;0
430000117;CENTRE HOSPITALIER LE PUY - EMILE ROUX;43;84;45076;12784;0;0;0;1;0;0;24;729;146;166;184;0
430000190;CTRE HOSPITALIER DE SECTEUR DE BRIOUDE;43;84;5330;662;0;0;0;1;0;0;1;86;17;19;9;0
430000299;CH CRAPONNE SUR ARZON;43;84;354;0;0;0;0;0;0;0;0;5;1;1;0;0
430000307;CH -PIERRE GALLICE- LANGEAC;43;84;397;0;0;0;0;0;0;0;0;6;1;1;0;0
430000356;CH D' YSSINGEAUX;43;84;293;0;0;0;0;0;0;0;0;4;0;1;0;0
430007450;CLINIQUE DU CHAMBON;43;84;3694;0;0;0;0;0;0;0;0;59;12;13;0;0
440000016;CENTRE HOSPITALIER DE SAINT- NAZAIRE;44;52;52472;1448;791;0;0;1;0;0;3;87;375;193;43;0
440000271;CHU DE NANTES :SITE H?TEL-DIEU- HME;44;52;135376;20144;0;0;1;1;0;10;38;224;967;499;598;117
440000396;CENTRE HOSPITALIER ANCENIS;44;52;6720;0;0;0;0;0;0;0;0;11;48;24;0;0
440000404;CLINIQUE STE-MARIE;44;52;6639;105;0;0;0;1;0;0;0;11;47;24;3;0
440000412;CLINIQUE BRETECHE;44;52;13527;705;0;0;0;1;0;0;1;22;96;49;20;0
440000453;CHU DE NANTES :SITE HOPITAL BELLIER;44;52;2015;0;0;0;0;0;0;0;0;3;14;7;0;0
440000487;CLINIQUE UROLOGIQUE NANTES ATLANTIS;44;52;4834;934;0;0;0;1;0;0;2;8;34;17;27;0
440000503;CENTRE HOSPITALIER CHATEAUBRIANT;44;52;8311;275;0;0;0;1;0;0;1;13;59;30;8;0
440000511;CLINIQUE JEANNE D'ARC;44;52;17882;0;0;0;0;0;0;0;0;29;127;66;0;0
440000560;CH LVO: SITE DE MACHECOUL;44;52;1159;0;0;0;0;0;0;0;0;1;8;4;0;0
440000651;CLINIQUE SOURDILLE;44;52;12765;59;0;0;0;1;0;0;0;21;91;47;1;0
440000677;CENTRE HOSPITALIER NOZAY;44;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0
440000883;HOPITAL DE VERTOU;44;52;304;0;0;0;0;0;0;0;0;0;2;1;0;0
440001113;ICO - SITE GAUDUCHEAU;44;52;81057;75037;0;0;1;1;0;19;140;134;579;299;2229;436
440001253;HI DE LA PRESQU'ILE :SITE DE GUERANDE;44;52;1579;0;0;0;0;0;0;0;0;2;11;5;0;0
440001287;HOPITAL DE PORNIC LA CHAUSSEE;44;52;812;0;0;0;0;0;0;0;0;1;5;2;0;0
440002020;POLYCLINIQUE DE L'EUROPE;44;52;17642;1113;0;0;0;1;0;0;2;29;126;65;33;0
440003291;CHU DE NANTES - SITE SAINT-JACQUES;44;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0
440017598;CHU DE NANTES : HOPITAL G. R. LAENNEC;44;52;27682;2039;1063;0;0;1;0;0;4;45;197;102;60;0
440023364;CENTRE CATHERINE DE SIENNE;44;52;18116;15511;0;0;0;1;0;0;29;30;129;66;460;0
440024982;CLINIQUE SAINT-AUGUSTIN;44;52;21559;1002;0;0;0;1;0;0;2;35;154;79;29;0
440029338;CLINIQUE J.VERNE- POLE HOSP MUTUALISTE;44;52;14207;1117;0;0;0;1;0;0;2;23;101;52;33;0
440029379;CLINIQUE JULES VERNE;44;52;30338;796;0;0;0;1;0;0;1;50;216;111;23;0
440033819;POLYCLINIQUE DE L'ATLANTIQUE;44;52;29913;708;0;0;0;1;0;0;1;49;213;110;21;0
440041580;NOUVELLES CLINIQUES NANTAISES;44;52;55163;5703;0;0;0;1;0;0;11;91;394;203;169;0
440048700;ICO: SITE SAINT- AUGUSTIN;44;52;415;383;0;0;1;1;0;5;1;0;2;1;11;2
440048718;CHIMIOTH?RAPIE CCS - SITE JULES VERNE;44;52;2095;2056;0;0;0;1;0;0;4;3;14;7;61;0
440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;44;52;40490;29172;0;0;0;1;0;0;54;67;289;149;866;0
450000047;CH DEZARNAULDS - GIEN;45;24;7428;6;0;0;0;1;0;0;0;29;81;27;0;0
450000062;CH AGGLOMERATION MONTARGOISE;45;24;27369;7341;0;0;0;1;0;0;14;107;300;101;444;0
450000070;CH PITHIVIERS;45;24;3519;182;0;0;0;1;0;0;0;13;38;12;11;0
450000120;CH LOUR PICOU - BEAUGENCY;45;24;161;0;0;0;0;0;0;0;0;0;1;0;0;0
450000211;CH PIERRE LEBRUN- NEUVILLE-AUX-BOIS;45;24;75;0;0;0;0;0;0;0;0;0;0;0;0;0
450000237;CLINIQUE JEANNE D'ARC - GIEN;45;24;9262;2407;0;0;0;1;0;0;4;36;101;34;145;0
450000245;CLINIQUE L'ARCHETTE;45;24;16619;2276;0;0;0;1;0;0;4;65;182;61;137;0
450000260;CH SULLY-SUR-LOIRE;45;24;200;0;0;0;0;0;0;0;0;0;2;0;0;0
450000294;CLINIQUE LA REINE BLANCHE;45;24;8238;156;0;0;0;1;0;0;0;32;90;30;9;0
450000336;CH SAINT JEAN DE BRIARE;45;24;387;0;0;0;0;0;0;0;0;1;4;1;0;0
450002613;CHR ORL?ANS - H?PITAL DE LA SOURCE;45;24;108419;37781;794;0;0;1;0;0;70;426;1191;400;2288;0
450010079;POLYCLINIQUE LES LONGUES ALLEES;45;24;35695;5688;0;0;0;1;0;0;11;140;392;131;344;0
450012968;CLINIQUE DE MONTARGIS;45;24;5582;140;0;0;0;1;0;0;0;21;61;20;8;0
450013818;CENTRE D'HEMODIALYSE JEANNE D'ARC;45;24;3917;0;0;0;0;0;0;0;0;15;43;14;0;0
450018312;CENTRE D'HEMODIALYSE LA REINE BLANCHE;45;24;11637;0;0;0;0;0;0;0;0;45;127;42;0;0
450018460;CENTRE DE NEPHROLOGIE AMILLY;45;24;15673;0;0;0;0;0;0;0;0;61;172;57;0;0
460000045;CENTRE HOSPITALIER FIGEAC MAQUISARDS;46;76;7590;205;0;0;0;1;0;0;0;171;31;28;4;0
460000052;CENTRE HOSPITALIER SAINT CERE;46;76;1800;0;0;0;0;0;0;0;0;40;7;6;0;0
460000102;CENTRE HOSPITALIER JEAN COULON GOURDON;46;76;4007;0;0;0;0;0;0;0;0;90;16;14;0;0
460000110;CTRE HOSPITALIER JEAN ROUGIER CAHORS;46;76;29616;2900;619;0;0;1;0;0;5;670;124;109;62;0
460000227;C.H.(EX H.L.) LOUIS CONTE GRAMAT;46;76;304;0;0;0;0;0;0;0;0;6;1;1;0;0
460006075;CLINIQUE FONT REDONDE;46;76;840;777;0;0;0;1;0;0;1;19;3;3;16;0
470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;47;75;31246;1715;0;0;0;1;0;0;3;267;126;115;32;0
470000159;CLINIQUE CALABET;47;75;6761;6761;0;0;0;1;0;0;13;57;27;24;129;0
470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;47;75;36844;3383;945;0;0;1;0;0;6;314;149;135;64;0
470000431;CENTRE HOSPITALIER DE VILLENEUVE;47;75;12148;1573;0;0;0;1;0;0;3;103;49;44;30;0
470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;47;75;16105;1259;0;0;0;1;0;0;2;137;65;59;24;0
470000522;CENTRE HOSPITALIER DE NERAC;47;75;665;0;0;0;0;0;0;0;0;5;2;2;0;0
470000548;HOPITAL LOCAL PENNE AGENAIS;47;75;12;0;0;0;0;0;0;0;0;0;0;0;0;0
470000563;CH DEPARTEMENTAL DE LA CANDELIE;47;75;1048;0;0;0;0;0;0;0;0;8;4;3;0;0
470000571;CENTRE HOSPITALIER DE FUMEL;47;75;228;0;0;0;0;0;0;0;0;1;0;0;0;0
470005406;CH AGEN NERAC - HOPITAL DE MONBRAN;47;75;1524;0;0;0;0;0;0;0;0;13;6;5;0;0
470016049;POLE DE SANTE DU VILLENEUVOIS;47;75;10408;236;0;0;0;1;0;0;0;88;42;38;4;0
480000017;HOPITAL LOZERE SITE VALLEE DU LOT;48;76;10673;1378;0;0;0;1;0;0;3;713;44;39;29;0
480000033;CH FANNY RAMADIER;48;76;192;0;0;0;0;0;0;0;0;12;0;0;0;0
480000041;CH DE FLORAC;48;76;160;0;0;0;0;0;0;0;0;10;0;0;0;0
480000066;CH SAINT JACQUES MARVEJOLS;48;76;465;0;0;0;0;0;0;0;0;31;1;1;0;0
480000074;CH DE LANGOGNE;48;76;409;0;0;0;0;0;0;0;0;27;1;1;0;0
480002948;HOPITAL LOZERE SITE GEVAUDAN;48;76;3058;0;0;0;0;0;0;0;0;204;12;11;0;0
490000049;CHU D' ANGERS :SITE LARREY;49;52;102120;13869;1175;0;1;1;0;10;26;305;729;376;411;80
490000155;ICO - SITE PAUL PAPIN;49;52;68262;62660;0;0;1;1;0;15;117;203;487;251;1861;364
490000254;HI BAUGEOIS VALL?E: SITE DE BEAUFORT;49;52;115;0;0;0;0;0;0;0;0;0;0;0;0;0
490000262;CLINIQUE SAINT JOSEPH;49;52;15504;1691;0;0;0;1;0;0;3;46;110;57;50;0
490000296;HOPITAL LOCAL DE CANDE;49;52;38;0;0;0;0;0;0;0;0;0;0;0;0;0
490000320;HOPITAL CORNICHE ANGEVINE ? CHALONNES;49;52;267;0;0;0;0;0;0;0;0;0;1;0;0;0
490000338;HOPITAL LOCAL DOUE LA FONTAINE;49;52;91;0;0;0;0;0;0;0;0;0;0;0;0;0
490000569;CENTRE HOSPITALIER POUANCE;49;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0
490000635;CENTRE HOSPITALIER DE CHOLET;49;52;39832;4389;0;0;0;1;0;0;8;118;284;147;130;0
490000650;HOPITAL LOCAL INTERCOMMUNAL LYS HYROME;49;52;133;0;0;0;0;0;0;0;0;0;0;0;0;0
490000700;HOPITAL SAINT- JOSEPH;49;52;132;0;0;0;0;0;0;0;0;0;0;0;0;0
490001765;CENTRE HOSPITALIER DE SAUMUR;49;52;16322;1446;0;0;0;1;0;0;3;48;116;60;42;0
490002037;POLYCLINIQUE DU PARC;49;52;26746;4844;0;0;0;1;0;0;9;79;191;98;143;0
490004256;HOPITAL PRIVE ST MARTIN BEAUPREAU;49;52;199;0;0;0;0;0;0;0;0;0;1;0;0;0
490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;49;52;11536;553;0;0;0;1;0;0;1;34;82;42;16;0
490014909;CLINIQUE DE L'ANJOU;49;52;36508;2143;0;0;0;1;0;0;4;109;260;134;63;0
490015906;CLINIQUE ST LEONARD;49;52;10867;0;0;0;0;0;0;0;0;32;77;40;0;0
490532173;CH HAUT ANJOU SITE SEGRE;49;52;750;0;0;0;0;0;0;0;0;2;5;2;0;0
490540440;CENTRE DE LA MAIN;49;52;5390;0;0;0;0;0;0;0;0;16;38;19;0;0
500000021;CHAG - SITE AVRANCHES;50;28;14503;534;0;0;0;1;0;0;1;100;109;53;21;0
500000146;POLYCLINIQUE DE LA BAIE-ST MARTIN;50;28;16005;3942;0;0;0;1;0;0;7;110;121;59;158;0
500000187;CHPC - SITE CHERBOURG;50;28;42034;5067;611;0;0;1;0;0;9;290;318;155;203;0
500000195;HOPITAL LOCAL - CARENTAN;50;28;365;0;0;0;0;0;0;0;0;2;2;1;0;0
500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;50;28;6438;454;0;0;0;1;0;0;1;44;48;23;18;0
500000260;CHAG - SITE GRANVILLE;50;28;9477;1305;0;0;0;1;0;0;2;65;71;34;52;0
500000302;HOPITAL LOCAL - MORTAIN;50;28;139;0;0;0;0;0;0;0;0;0;1;0;0;0
500000401;CLINIQUE HENRI GUILLARD - COUTANCES;50;28;5869;581;0;0;0;1;0;0;1;40;44;21;23;0
500000427;CH DE SAINT HILAIRE DU HARCOUET;50;28;1653;0;0;0;0;0;0;0;0;11;12;6;0;0
500000435;HOPITAL SAINT JAMES;50;28;275;0;0;0;0;0;0;0;0;1;2;1;0;0
500000450;CH MEMORIAL - SAINT-LO;50;28;31394;2545;622;0;0;1;0;0;5;217;237;115;102;0
500000468;CHPC - SITE VALOGNES;50;28;1667;0;0;0;0;0;0;0;0;11;12;6;0;0
500000476;HOPITAL LOCAL - VILLEDIEU LES POELES;50;28;134;0;0;0;0;0;0;0;0;0;1;0;0;0
500000591;CENTRE HOSPITALIER DE COUTANCES;50;28;4056;0;0;0;0;0;0;0;0;28;30;14;0;0
500002357;POLYCLINIQUE DU COTENTIN;50;28;10524;773;0;0;0;1;0;0;1;72;79;38;31;0
510000169;CENTRE HOSPITALIER DE CHALONS;51;44;17686;0;0;0;0;0;0;0;0;62;71;65;0;0
510000177;CENTRE HOSPITALIER DE SEZANNE;51;44;628;0;0;0;0;0;0;0;0;2;2;2;0;0
510000185;POLYCLINIQUE DE COURLANCY;51;44;52267;19106;0;0;0;1;0;0;36;183;210;192;401;0
510000193;POLYCLINIQUE SAINT ANDRE;51;44;26617;632;0;0;0;1;0;0;1;93;107;98;13;0
510000227;POLYCLINIQUE DU DOCTEUR JEAN PRIOLLET;51;44;4943;725;0;0;0;1;0;0;1;17;19;18;15;0
510000235;CENTRE HOSPITALIER D'EPERNAY;51;44;9412;742;0;0;0;1;0;0;1;33;37;34;15;0
